338 	 1 	 3 
338 	 NODETYPE 
71	1	0.05	0.225	0.0
72	1	0.05	0.225	0.025
73	1	0.05	0.25	0.0
74	1	0.05	0.25	0.025
75	1	0.05	0.275	0.0
76	1	0.05	0.275	0.025
77	1	0.05	0.3	0.0
78	1	0.05	0.3	0.025
79	1	0.075	0.0	0.0
80	1	0.075	0.0	0.025
81	1	0.075	0.025	0.0
82	1	0.075	0.025	0.025
83	1	0.075	0.05	0.0
84	1	0.075	0.05	0.025
85	1	0.075	0.075	0.0
86	1	0.075	0.075	0.025
87	1	0.075	0.1	0.0
88	1	0.075	0.1	0.025
89	1	0.075	0.125	0.0
90	1	0.075	0.125	0.025
91	1	0.075	0.15	0.0
92	1	0.075	0.15	0.025
93	1	0.075	0.175	0.0
94	1	0.075	0.175	0.025
95	1	0.075	0.2	0.0
96	1	0.075	0.2	0.025
97	1	0.075	0.225	0.0
98	1	0.075	0.225	0.025
99	1	0.075	0.25	0.0
100	1	0.075	0.25	0.025
101	1	0.075	0.275	0.0
102	1	0.075	0.275	0.025
103	1	0.075	0.3	0.0
104	1	0.075	0.3	0.025
105	1	0.1	0.0	0.0
106	1	0.1	0.0	0.025
107	1	0.1	0.025	0.0
108	1	0.1	0.025	0.025
109	1	0.1	0.05	0.0
110	1	0.1	0.05	0.025
111	1	0.1	0.075	0.0
112	1	0.1	0.075	0.025
113	1	0.1	0.1	0.0
114	1	0.1	0.1	0.025
115	1	0.1	0.125	0.0
116	1	0.1	0.125	0.025
117	1	0.1	0.15	0.0
118	1	0.1	0.15	0.025
119	1	0.1	0.175	0.0
120	1	0.1	0.175	0.025
121	1	0.1	0.2	0.0
122	1	0.1	0.2	0.025
123	1	0.1	0.225	0.0
124	1	0.1	0.225	0.025
125	1	0.1	0.25	0.0
126	1	0.1	0.25	0.025
127	1	0.1	0.275	0.0
128	1	0.1	0.275	0.025
129	1	0.1	0.3	0.0
130	1	0.1	0.3	0.025
131	1	0.125	0.0	0.0
132	1	0.125	0.0	0.025
133	1	0.125	0.025	0.0
134	1	0.125	0.025	0.025
135	1	0.125	0.05	0.0
136	1	0.125	0.05	0.025
137	1	0.125	0.075	0.0
138	1	0.125	0.075	0.025
139	1	0.125	0.1	0.0
140	1	0.125	0.1	0.025
141	1	0.125	0.125	0.0
142	1	0.125	0.125	0.025
143	1	0.125	0.15	0.0
144	1	0.125	0.15	0.025
145	1	0.125	0.175	0.0
146	1	0.125	0.175	0.025
147	1	0.125	0.2	0.0
148	1	0.125	0.2	0.025
149	1	0.125	0.225	0.0
150	1	0.125	0.225	0.025
151	1	0.125	0.25	0.0
152	1	0.125	0.25	0.025
153	1	0.125	0.275	0.0
154	1	0.125	0.275	0.025
155	1	0.125	0.3	0.0
156	1	0.125	0.3	0.025
157	1	0.15	0.0	0.0
158	1	0.15	0.0	0.025
159	1	0.15	0.025	0.0
160	1	0.15	0.025	0.025
161	1	0.15	0.05	0.0
162	1	0.15	0.05	0.025
163	1	0.15	0.075	0.0
164	1	0.15	0.075	0.025
165	1	0.15	0.1	0.0
166	1	0.15	0.1	0.025
167	1	0.15	0.125	0.0
168	1	0.15	0.125	0.025
169	1	0.15	0.15	0.0
170	1	0.15	0.15	0.025
171	1	0.15	0.175	0.0
172	1	0.15	0.175	0.025
173	1	0.15	0.2	0.0
174	1	0.15	0.2	0.025
175	1	0.15	0.225	0.0
176	1	0.15	0.225	0.025
177	1	0.15	0.25	0.0
178	1	0.15	0.25	0.025
179	1	0.15	0.275	0.0
180	1	0.15	0.275	0.025
181	1	0.15	0.3	0.0
182	1	0.15	0.3	0.025
183	1	0.175	0.0	0.0
184	1	0.175	0.0	0.025
185	1	0.175	0.025	0.0
186	1	0.175	0.025	0.025
187	1	0.175	0.05	0.0
188	1	0.175	0.05	0.025
189	1	0.175	0.075	0.0
190	1	0.175	0.075	0.025
191	1	0.175	0.1	0.0
192	1	0.175	0.1	0.025
193	1	0.175	0.125	0.0
194	1	0.175	0.125	0.025
195	1	0.175	0.15	0.0
196	1	0.175	0.15	0.025
197	1	0.175	0.175	0.0
198	1	0.175	0.175	0.025
199	1	0.175	0.2	0.0
200	1	0.175	0.2	0.025
201	1	0.175	0.225	0.0
202	1	0.175	0.225	0.025
203	1	0.175	0.25	0.0
204	1	0.175	0.25	0.025
205	1	0.175	0.275	0.0
206	1	0.175	0.275	0.025
207	1	0.175	0.3	0.0
208	1	0.175	0.3	0.025
209	1	0.2	0.0	0.0
210	1	0.2	0.0	0.025
211	1	0.2	0.025	0.0
212	1	0.2	0.025	0.025
213	1	0.2	0.05	0.0
214	1	0.2	0.05	0.025
215	1	0.2	0.075	0.0
216	1	0.2	0.075	0.025
217	1	0.2	0.1	0.0
218	1	0.2	0.1	0.025
219	1	0.2	0.125	0.0
220	1	0.2	0.125	0.025
221	1	0.2	0.15	0.0
222	1	0.2	0.15	0.025
223	1	0.2	0.175	0.0
224	1	0.2	0.175	0.025
225	1	0.2	0.2	0.0
226	1	0.2	0.2	0.025
227	1	0.2	0.225	0.0
228	1	0.2	0.225	0.025
229	1	0.2	0.25	0.0
230	1	0.2	0.25	0.025
231	1	0.2	0.275	0.0
232	1	0.2	0.275	0.025
233	1	0.2	0.3	0.0
234	1	0.2	0.3	0.025
235	1	0.225	0.0	0.0
236	1	0.225	0.0	0.025
237	1	0.225	0.025	0.0
238	1	0.225	0.025	0.025
239	1	0.225	0.05	0.0
240	1	0.225	0.05	0.025
241	1	0.225	0.075	0.0
242	1	0.225	0.075	0.025
243	1	0.225	0.1	0.0
244	1	0.225	0.1	0.025
245	1	0.225	0.125	0.0
246	1	0.225	0.125	0.025
247	1	0.225	0.15	0.0
248	1	0.225	0.15	0.025
249	1	0.225	0.175	0.0
250	1	0.225	0.175	0.025
251	1	0.225	0.2	0.0
252	1	0.225	0.2	0.025
253	1	0.225	0.225	0.0
254	1	0.225	0.225	0.025
255	1	0.225	0.25	0.0
256	1	0.225	0.25	0.025
257	1	0.225	0.275	0.0
258	1	0.225	0.275	0.025
259	1	0.225	0.3	0.0
260	1	0.225	0.3	0.025
261	1	0.25	0.0	0.0
262	1	0.25	0.0	0.025
263	1	0.25	0.025	0.0
264	1	0.25	0.025	0.025
265	1	0.25	0.05	0.0
266	1	0.25	0.05	0.025
267	1	0.25	0.075	0.0
268	1	0.25	0.075	0.025
269	1	0.25	0.1	0.0
270	1	0.25	0.1	0.025
271	1	0.25	0.125	0.0
272	1	0.25	0.125	0.025
273	1	0.25	0.15	0.0
274	1	0.25	0.15	0.025
275	1	0.25	0.175	0.0
276	1	0.25	0.175	0.025
277	1	0.25	0.2	0.0
278	1	0.25	0.2	0.025
279	1	0.25	0.225	0.0
280	1	0.25	0.225	0.025
281	1	0.25	0.25	0.0
282	1	0.25	0.25	0.025
283	1	0.25	0.275	0.0
284	1	0.25	0.275	0.025
285	1	0.25	0.3	0.0
286	1	0.25	0.3	0.025
287	1	0.275	0.0	0.0
288	1	0.275	0.0	0.025
289	1	0.275	0.025	0.0
290	1	0.275	0.025	0.025
291	1	0.275	0.05	0.0
292	1	0.275	0.05	0.025
293	1	0.275	0.075	0.0
294	1	0.275	0.075	0.025
295	1	0.275	0.1	0.0
296	1	0.275	0.1	0.025
297	1	0.275	0.125	0.0
298	1	0.275	0.125	0.025
299	1	0.275	0.15	0.0
300	1	0.275	0.15	0.025
301	1	0.275	0.175	0.0
302	1	0.275	0.175	0.025
303	1	0.275	0.2	0.0
304	1	0.275	0.2	0.025
305	1	0.275	0.225	0.0
306	1	0.275	0.225	0.025
307	1	0.275	0.25	0.0
308	1	0.275	0.25	0.025
309	1	0.275	0.275	0.0
310	1	0.275	0.275	0.025
311	1	0.275	0.3	0.0
312	1	0.275	0.3	0.025
313	1	0.3	0.0	0.0
314	1	0.3	0.0	0.025
315	1	0.3	0.025	0.0
316	1	0.3	0.025	0.025
317	1	0.3	0.05	0.0
318	1	0.3	0.05	0.025
319	1	0.3	0.075	0.0
320	1	0.3	0.075	0.025
321	1	0.3	0.1	0.0
322	1	0.3	0.1	0.025
323	1	0.3	0.125	0.0
324	1	0.3	0.125	0.025
325	1	0.3	0.15	0.0
326	1	0.3	0.15	0.025
327	1	0.3	0.175	0.0
328	1	0.3	0.175	0.025
329	1	0.3	0.2	0.0
330	1	0.3	0.2	0.025
331	1	0.3	0.225	0.0
332	1	0.3	0.225	0.025
333	1	0.3	0.25	0.0
334	1	0.3	0.25	0.025
335	1	0.3	0.275	0.0
336	1	0.3	0.275	0.025
337	1	0.3	0.3	0.0
338	1	0.3	0.3	0.025
